Model,Rank,Rank-Before,Average,Average-Before,Average-0 (× 0.0017),Average-1 (× 0.0017),Average-2 (× 0.0017),Average-3 (× 0.0017),Average-4 (× 0.0017),Average-5 (× 0.0017),Average-6 (× 0.0017),Average-7 (× 0.0017),Average-8 (× 0.0017),Average-9 (× 0.0017),Average-10 (× 0.0017),Average-11 (× 0.0017),Average-12 (× 0.0017),Average-13 (× 0.0017),Average-14 (× 0.0017),Average-15 (× 0.0017),Average-16 (× 0.0017),Average-17 (× 0.0017),Average-18 (× 0.0017),Average-19 (× 0.0017),Average-20 (× 0.0017),Average-21 (× 0.0017),Average-22 (× 0.0017),Average-23 (× 0.0017),Average-24 (× 0.0017),Average-25 (× 0.0017),Average-26 (× 0.0017),Average-27 (× 0.0017),Average-28 (× 0.0017),Average-29 (× 0.0017),Average-30 (× 0.0017),Average-31 (× 0.0017),Average-32 (× 0.0017),Average-33 (× 0.0017),Average-34 (× 0.0017),Average-35 (× 0.0017),Average-36 (× 0.0017),Average-37 (× 0.0017),Average-38 (× 0.0017),Average-39 (× 0.0017),Average-40 (× 0.0017),Average-41 (× 0.0017),Average-42 (× 0.0017),Average-43 (× 0.0017),Average-44 (× 0.0017),Average-45 (× 0.0017),Average-46 (× 0.0017),Average-47 (× 0.0017),Average-48 (× 0.0017),Average-49 (× 0.0017),Average-50 (× 0.0017),Average-51 (× 0.0017),Average-52 (× 0.0017),Average-53 (× 0.0017),Average-54 (× 0.0017),Average-55 (× 0.0017),Classification Average-0 (× 0.0020),Classification Average-1 (× 0.0020),Classification Average-2 (× 0.0020),Classification Average-3 (× 0.0020),Classification Average-4 (× 0.0020),Classification Average-5 (× 0.0020),Classification Average-6 (× 0.0020),Classification Average-7 (× 0.0020),Classification Average-8 (× 0.0020),Classification Average-9 (× 0.0020),Classification Average-10 (× 0.0020),Classification Average-11 (× 0.0020),Clustering Average-0 (× 0.0018),Clustering Average-1 (× 0.0018),Clustering Average-2 (× 0.0018),Clustering Average-3 (× 0.0018),Clustering Average-4 (× 0.0018),Clustering Average-5 (× 0.0018),Clustering Average-6 (× 0.0018),Clustering Average-7 (× 0.0018),Clustering Average-8 (× 0.0018),Clustering Average-9 (× 0.0018),Clustering Average-10 (× 0.0018),Pair Classification Average-0 (× 0.0020),Pair Classification Average-1 (× 0.0020),Pair Classification Average-2 (× 0.0020),Reranking Average-0 (× 0.0027),Reranking Average-1 (× 0.0027),Reranking Average-2 (× 0.0027),Reranking Average-3 (× 0.0027),Retrieval Average-0 (× 0.0010),Retrieval Average-1 (× 0.0010),Retrieval Average-2 (× 0.0010),Retrieval Average-3 (× 0.0010),Retrieval Average-4 (× 0.0010),Retrieval Average-5 (× 0.0010),Retrieval Average-6 (× 0.0010),Retrieval Average-7 (× 0.0010),Retrieval Average-8 (× 0.0010),Retrieval Average-9 (× 0.0010),Retrieval Average-10 (× 0.0010),Retrieval Average-11 (× 0.0010),Retrieval Average-12 (× 0.0010),Retrieval Average-13 (× 0.0010),Retrieval Average-14 (× 0.0010),STS Average-0 (× 0.0020),STS Average-1 (× 0.0020),STS Average-2 (× 0.0020),STS Average-3 (× 0.0020),STS Average-4 (× 0.0020),STS Average-5 (× 0.0020),STS Average-6 (× 0.0020),STS Average-7 (× 0.0020),STS Average-8 (× 0.0020),STS Average-9 (× 0.0020),Summarization Average-0 (× 1.0000)
bge-micro-v2,64.0,56.0,0.3653103191677696,56.569107142857206,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.09525067978959292,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.07133402784433847,0.1636038433787055,0.1636038433787055,0.1636038433787055,0.14805172019092344,0.14805172019092344,0.14805172019092344,0.14805172019092344,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.04160997364876804,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,0.1574163344508645,29.87
sentence-t5-large,65.0,54.0,0.3649208767997739,57.060089285714234,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.0960757254515498,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.14566079462843673,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.07583109391824137,0.16787125433991798,0.16787125433991798,0.16787125433991798,0.14726087475243813,0.14726087475243813,0.14726087475243813,0.14726087475243813,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.03589055762796698,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,0.1637810381196979,29.64
gtr-t5-large,66.0,45.0,0.3644760582418595,58.27732142857143,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.09812992077315671,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.13524638018743249,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.07574006019204901,0.1685627329678922,0.1685627329678922,0.1685627329678922,0.15096966715361065,0.15096966715361065,0.15096966715361065,0.15096966715361065,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.046361488496818155,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,0.1564956540459389,29.5
gtr-t5-base,67.0,61.0,0.36254730266802404,56.19160714285715,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.09461084845991208,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.13143917645561468,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.07033265685622245,0.16565852273040038,0.16565852273040038,0.16565852273040038,0.14788809699675406,0.14788809699675406,0.14788809699675406,0.14788809699675406,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.04367287412806552,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,0.1542539974078592,29.67
XLM-3B5-embedding,68.0,38.0,0.36241809962312554,59.288035714285634,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.09983052509678211,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.14553993101790283,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.07916292829688198,0.1565310048411404,0.1565310048411404,0.1565310048411404,0.15576928084924566,0.15576928084924566,0.15576928084924566,0.15576928084924566,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.0439857310727931,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,0.16105902648774398,29.02
bge-small-4096,69.0,66.0,0.36188855999336095,54.4208928571429,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.091630581476925,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.13657587990330536,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.06924025214191404,0.1608181723345807,0.1608181723345807,0.1608181723345807,0.1462791355874219,0.1462791355874219,0.1462791355874219,0.1462791355874219,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.03527462051803456,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,0.15729624570239595,29.83
unsup-simcse-bert-base-uncased,70.0,76.0,0.35925819425451017,45.4491964285714,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.07652719456314298,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.1258995943061443,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.05287238817252652,0.13894769115836683,0.13894769115836683,0.13894769115836683,0.12672616388418148,0.12672616388418148,0.12672616388418148,0.12672616388418148,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.01983708565163307,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,0.1487699445611285,31.15
LaBSE,71.0,77.0,0.3581406116554785,45.21000000000002,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.07612309056544982,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.12632261694301297,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.05380093217968866,0.15581976968093833,0.15581976968093833,0.15581976968093833,0.1320439176946862,0.1320439176946862,0.1320439176946862,0.1320439176946862,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.01856610431367728,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,0.14170472319289518,31.05
msmarco-bert-co-condensor,72.0,70.0,0.35551808732483625,52.35124999999999,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.08814518449682145,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.13035140396080958,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.06853018907761357,0.1614898944303271,0.1614898944303271,0.1614898944303271,0.14137043976234062,0.14137043976234062,0.14137043976234062,0.14137043976234062,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.03222426530694066,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,0.15305310992317364,29.5
SGPT-125M-weightedmean-msmarco-specb-bitfit,73.0,72.0,0.35479522892633686,51.24776785714281,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.08629304117406111,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.12231397386030532,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.06516194120849601,0.14862839195000624,0.14862839195000624,0.14862839195000624,0.1379343526847837,0.1379343526847837,0.1379343526847837,0.1379343526847837,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.036213191352217296,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,0.14692858375127732,29.71
SGPT-125M-weightedmean-nli-bitfit,74.0,75.0,0.3521972964280532,45.97080357142851,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.0774027532248115,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.12380462505689008,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.05634987651307492,0.141812388331403,0.141812388331403,0.141812388331403,0.12969865191159183,0.12969865191159183,0.12969865191159183,0.12969865191159183,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.020433469202520017,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,0.14953050663476267,30.26
